Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
2018-01-21,21,January,2018,19,Youth (<25),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 50",1,461,742,147,461,608,Small,Black,Aluminum,3 Years,Manufacturer D,4,3.76,3,21,False,65.44,DHL,Same Day,Basic,7 Days
2018-01-10,10,January,2018,23,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,74,26,100,Large,Black,Steel,Lifetime,Manufacturer A,2,8.6,1,21,True,12.33,DHL,Next Day,Basic,60 Days
2018-06-05,5,June,2018,40,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,17,7,24,Large,Red,Carbon Fiber,1 Year,Manufacturer A,3,5.99,7,26,True,53.29,FedEx,Same Day,Premium,60 Days
2018-04-25,25,April,2018,28,Young Adults (25-34),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,353,299,652,Medium,Blue,Steel,3 Years,Manufacturer C,2,7.33,8,26,False,6.14,Posti,Next Day,Basic,60 Days
2018-08-02,2,August,2018,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,769,1426,2195,Extra Large,Red,Steel,3 Years,Manufacturer B,1,0.84,6,29,False,72.44,GLS,Standard,Basic,7 Days
2018-06-19,19,June,2018,31,Young Adults (25-34),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10,Extra Large,White,Plastic,Lifetime,Manufacturer C,1,1.58,6,19,False,29.41,GLS,Express,Premium,No Return
2018-03-13,13,March,2018,35,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,184,144,328,Medium,Black,Plastic,2 Years,Manufacturer C,4,9.88,8,29,True,84.51,UPS,Express,,60 Days
2018-04-23,23,April,2018,27,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17,Medium,Green,Carbon Fiber,2 Years,Manufacturer C,4,6.46,3,3,False,12.89,UPS,Next Day,,7 Days
2018-02-12,12,February,2018,25,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274,Large,Black,Carbon Fiber,2 Years,Manufacturer B,3,4.02,1,2,False,81.72,GLS,Same Day,Basic,No Return
2018-12-17,17,December,2018,57,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",25,9,24,369,225,594,Medium,Black,Aluminum,1 Year,Manufacturer B,4,6.44,5,15,False,64.33,DHL,Express,,30 Days
2018-12-03,3,December,2018,37,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,67,23,90,Extra Large,Red,Steel,2 Years,Manufacturer C,1,8.73,1,23,False,82.9,FedEx,Express,Premium,60 Days
2018-03-01,1,March,2018,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,17,8,21,146,136,282,Medium,Blue,Aluminum,1 Year,Manufacturer C,2,10.17,2,5,False,12.35,Posti,Next Day,Basic,No Return
2018-12-01,1,December,2018,37,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,9,9,25,135,81,216,Small,White,Carbon Fiber,1 Year,Manufacturer A,4,13.1,1,6,False,38.94,Posti,Next Day,Basic,7 Days
2018-07-24,24,July,2018,62,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,274,208,482,Large,Black,Steel,3 Years,Manufacturer D,3,9.72,2,17,False,78.53,FedEx,Standard,Premium,60 Days
2018-04-14,14,April,2018,53,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,Medium,Blue,Steel,Lifetime,Manufacturer A,2,6.06,9,14,False,58.77,FedEx,Express,,60 Days
2018-04-11,11,April,2018,49,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,70,64,134,Large,Black,Aluminum,Lifetime,Manufacturer C,1,14.06,1,21,True,74.74,Posti,Express,Basic,7 Days
2018-03-09,9,March,2018,37,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1812,4342,6154,Medium,Blue,Aluminum,1 Year,Manufacturer D,5,11.13,1,5,True,93.46,FedEx,Express,Premium,No Return
2018-10-02,2,October,2018,21,Youth (<25),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,35,26,61,Small,Black,Plastic,3 Years,Manufacturer A,5,5.03,7,25,False,20.52,DHL,Express,Premium,7 Days
2018-05-28,28,May,2018,37,Adults (35-64),M,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, M",24,26,70,1039,624,1663,Small,White,Steel,2 Years,Manufacturer C,2,4.43,5,4,True,7.14,FedEx,Standard,,60 Days
2018-06-11,11,June,2018,45,Adults (35-64),F,Canada,British Columbia,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,274,461,735,Medium,Red,Carbon Fiber,2 Years,Manufacturer C,4,6.77,5,10,True,45.9,UPS,Express,Basic,No Return
2018-11-27,27,November,2018,25,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,72,54,126,Medium,White,Plastic,2 Years,Manufacturer B,1,8.13,6,3,False,62.78,DHL,Next Day,,No Return
2018-04-18,18,April,2018,35,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,473,1482,1955,Large,White,Carbon Fiber,2 Years,Manufacturer B,5,3.59,3,29,True,81.95,UPS,Standard,,7 Days
2018-04-29,29,April,2018,29,Young Adults (25-34),M,United States,California,Clothing,Caps,AWC Logo Cap,23,7,9,42,161,203,Small,Red,Carbon Fiber,2 Years,Manufacturer B,1,8.05,2,18,True,48.14,UPS,Express,,30 Days
2018-12-21,21,December,2018,33,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,120,456,576,Extra Large,White,Plastic,2 Years,Manufacturer C,3,6.88,9,10,True,75.81,GLS,Express,Premium,30 Days
2018-11-10,10,November,2018,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,64,58,122,Medium,White,Plastic,2 Years,Manufacturer D,3,10.37,5,18,True,74.57,UPS,Express,Premium,7 Days
2018-05-12,12,May,2018,38,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,2,4,6,Medium,Green,Plastic,1 Year,Manufacturer A,4,6.96,7,16,False,65.21,DHL,Standard,Premium,30 Days
2018-04-03,3,April,2018,52,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,57,52,109,Extra Large,White,Aluminum,Lifetime,Manufacturer B,5,7.78,3,20,True,12.5,FedEx,Express,Premium,30 Days
2018-03-02,2,March,2018,32,Young Adults (25-34),F,Australia,South Australia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,16,21,55,386,336,722,Extra Large,Blue,Aluminum,Lifetime,Manufacturer C,4,8.21,3,27,False,77.54,FedEx,Express,Basic,7 Days
2018-11-17,17,November,2018,28,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,341,208,549,Large,Blue,Plastic,Lifetime,Manufacturer B,4,3.42,2,21,True,45.4,GLS,Next Day,Basic,30 Days
2018-12-27,27,December,2018,24,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,132,487,619,Large,Red,Plastic,3 Years,Manufacturer B,2,2.87,6,29,False,24.04,DHL,Same Day,,60 Days
2018-10-07,7,October,2018,51,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,26,8,22,341,208,549,Large,White,Carbon Fiber,3 Years,Manufacturer C,3,10.63,3,13,True,66.34,UPS,Next Day,Premium,7 Days
2018-06-26,26,June,2018,42,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,10,630,640,Large,White,Aluminum,1 Year,Manufacturer A,1,4.98,4,15,True,38.06,UPS,Standard,Premium,30 Days
2018-06-05,5,June,2018,61,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,7,12,19,Large,Black,Aluminum,Lifetime,Manufacturer B,4,14.04,7,25,False,15.65,Posti,Express,,30 Days
2018-05-23,23,May,2018,41,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,554,338,892,Extra Large,Blue,Aluminum,1 Year,Manufacturer B,4,8.42,4,20,True,68.26,FedEx,Next Day,Basic,30 Days
2018-05-15,15,May,2018,45,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,16,7,9,29,112,141,Small,Red,Aluminum,2 Years,Manufacturer B,4,4.24,4,27,False,16.66,GLS,Standard,Basic,7 Days
2018-05-09,9,May,2018,57,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960,Large,Green,Aluminum,Lifetime,Manufacturer B,2,1.68,2,0,False,83.91,DHL,Next Day,Basic,No Return
2018-02-24,24,February,2018,22,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,177,120,297,Small,Green,Carbon Fiber,3 Years,Manufacturer B,3,9.66,8,14,True,21.19,FedEx,Standard,,60 Days
2018-10-10,10,October,2018,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",2,487,783,561,974,1535,Large,Black,Aluminum,3 Years,Manufacturer A,1,8.49,4,14,False,41.55,GLS,Same Day,,30 Days
2018-01-08,8,January,2018,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,3,11,30,41,33,74,Medium,Blue,Carbon Fiber,2 Years,Manufacturer D,2,0.98,1,7,True,21.56,GLS,Same Day,Basic,60 Days
2018-01-17,17,January,2018,22,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Medium,White,Steel,2 Years,Manufacturer B,5,7.89,9,28,False,56.74,FedEx,Standard,Basic,No Return
2018-04-15,15,April,2018,31,Young Adults (25-34),F,Germany,Hessen,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,11,8,19,Large,Black,Plastic,3 Years,Manufacturer C,3,10.13,4,3,False,97.78,Posti,Express,Premium,60 Days
2018-07-08,8,July,2018,37,Adults (35-64),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,107,1008,1115,Medium,Black,Steel,3 Years,Manufacturer A,3,7.64,1,28,True,23.29,UPS,Standard,,30 Days
2018-04-21,21,April,2018,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,31,26,57,Medium,Green,Carbon Fiber,1 Year,Manufacturer B,2,6.42,8,15,True,31.33,DHL,Same Day,Basic,7 Days
2018-11-26,26,November,2018,55,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,53,56,109,Medium,Green,Plastic,Lifetime,Manufacturer D,2,2.28,7,18,False,58.59,GLS,Standard,Premium,No Return
2018-12-09,9,December,2018,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,47,20,67,Extra Large,White,Carbon Fiber,1 Year,Manufacturer D,5,4.91,2,8,False,65.07,GLS,Express,,30 Days
2018-02-04,4,February,2018,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,391,247,638,Extra Large,Red,Aluminum,1 Year,Manufacturer B,5,14.48,3,3,False,69.42,GLS,Standard,Basic,No Return
2018-12-25,25,December,2018,34,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,Extra Large,Blue,Steel,1 Year,Manufacturer C,1,8.77,5,14,False,85.31,DHL,Express,Basic,30 Days
2018-02-02,2,February,2018,35,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,89,378,467,Medium,Black,Aluminum,3 Years,Manufacturer D,5,3.83,5,18,False,9.96,Posti,Standard,Premium,60 Days
2018-05-12,12,May,2018,41,Adults (35-64),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,27,7,9,20,189,209,Extra Large,White,Carbon Fiber,1 Year,Manufacturer C,1,12.09,2,28,True,66.54,UPS,Standard,,30 Days
2018-09-28,28,September,2018,46,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,16,14,30,Medium,Green,Carbon Fiber,2 Years,Manufacturer A,3,7.49,8,4,True,20.11,FedEx,Standard,Premium,7 Days
2018-06-23,23,June,2018,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,73,52,125,Small,Blue,Carbon Fiber,Lifetime,Manufacturer C,4,12.1,9,0,True,38.14,Posti,Same Day,Premium,No Return
2018-04-10,10,April,2018,22,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,17,18,35,Large,Red,Carbon Fiber,Lifetime,Manufacturer C,5,6.75,6,25,True,97.9,UPS,Express,Premium,60 Days
2018-12-11,11,December,2018,39,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,7,3,10,Large,White,Steel,Lifetime,Manufacturer B,2,4.48,1,23,True,19.22,GLS,Next Day,,No Return
2018-08-29,29,August,2018,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,21,7,9,17,147,164,Medium,Black,Plastic,3 Years,Manufacturer D,3,10.39,5,6,False,96.9,GLS,Express,Basic,30 Days
2018-07-14,14,July,2018,17,Youth (<25),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,103,91,194,Large,Green,Plastic,1 Year,Manufacturer C,5,4.41,4,18,False,70.53,GLS,Next Day,Basic,No Return
2018-09-02,2,September,2018,41,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,19,20,39,Extra Large,Green,Aluminum,3 Years,Manufacturer C,5,9.93,7,8,True,17.91,UPS,Express,Basic,60 Days
2018-10-11,11,October,2018,24,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7,Extra Large,Blue,Steel,Lifetime,Manufacturer D,4,9.84,7,24,True,98.74,GLS,Standard,Basic,30 Days
2018-07-13,13,July,2018,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,489,364,853,Large,Blue,Carbon Fiber,Lifetime,Manufacturer A,5,10.81,5,2,True,87.65,GLS,Same Day,Premium,No Return
2018-01-30,30,January,2018,46,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,44,46,90,Large,Black,Steel,3 Years,Manufacturer C,3,14.48,9,19,True,35.55,GLS,Standard,Basic,60 Days
2018-05-22,22,May,2018,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,249,182,431,Medium,White,Aluminum,3 Years,Manufacturer A,5,3.34,4,9,True,15.97,DHL,Express,Basic,30 Days
2018-11-24,24,November,2018,45,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,27,28,55,Small,Black,Plastic,Lifetime,Manufacturer D,2,10.32,5,19,True,97.57,Posti,Standard,Basic,7 Days
2018-04-18,18,April,2018,41,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,546,1555,2101,Medium,Red,Steel,3 Years,Manufacturer C,1,1.53,6,23,False,34.52,DHL,Same Day,Basic,No Return
2018-09-21,21,September,2018,57,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,942,2171,3113,Large,White,Plastic,2 Years,Manufacturer D,5,9.25,1,29,True,16.28,GLS,Standard,Premium,30 Days
2018-12-30,30,December,2018,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1371,2171,3542,Small,Black,Aluminum,2 Years,Manufacturer C,3,3.77,3,20,False,62.9,UPS,Next Day,,7 Days
2018-08-22,22,August,2018,31,Young Adults (25-34),M,United States,Oregon,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",2,461,742,354,922,1276,Extra Large,Red,Plastic,1 Year,Manufacturer D,4,5.01,5,19,True,11.84,DHL,Next Day,Basic,60 Days
2018-02-15,15,February,2018,23,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,87,65,152,Small,Green,Plastic,Lifetime,Manufacturer A,2,8.55,6,5,False,54.3,Posti,Express,,60 Days
2018-04-14,14,April,2018,46,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,39,28,67,Small,Green,Steel,1 Year,Manufacturer D,1,14.84,9,24,False,53.62,GLS,Standard,Premium,No Return
2018-09-12,12,September,2018,45,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,47,16,63,Medium,Blue,Aluminum,3 Years,Manufacturer C,5,6.35,3,26,True,91.05,UPS,Express,Basic,7 Days
2018-06-10,10,June,2018,29,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,892,1266,2158,Small,Red,Carbon Fiber,3 Years,Manufacturer B,1,11.65,1,22,True,91.08,FedEx,Express,Basic,7 Days
2018-10-29,29,October,2018,61,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,1038,1898,2936,Extra Large,Black,Aluminum,1 Year,Manufacturer D,2,8.91,9,24,False,15.51,DHL,Express,Basic,30 Days
2018-11-29,29,November,2018,34,Young Adults (25-34),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,15,3,8,73,45,118,Large,Green,Aluminum,2 Years,Manufacturer D,2,5.34,1,25,True,57.84,Posti,Same Day,Basic,No Return
2018-09-11,11,September,2018,32,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,126,344,470,Small,Red,Steel,1 Year,Manufacturer D,4,7.36,2,16,False,97.79,FedEx,Same Day,Basic,7 Days
2018-12-27,27,December,2018,41,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,140,104,244,Small,Green,Aluminum,1 Year,Manufacturer D,3,0.71,7,29,False,20.82,Posti,Standard,,30 Days
2018-02-04,4,February,2018,36,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,15,8,21,154,120,274,Extra Large,Blue,Carbon Fiber,1 Year,Manufacturer B,4,14.1,9,2,False,51.96,Posti,Same Day,,7 Days
2018-12-21,21,December,2018,20,Youth (<25),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,195,117,312,Large,Blue,Steel,1 Year,Manufacturer C,3,6.79,5,29,False,28.48,Posti,Next Day,,No Return
2018-03-12,12,March,2018,37,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,341,208,549,Extra Large,White,Plastic,Lifetime,Manufacturer C,3,8.4,1,3,False,94.3,DHL,Standard,Basic,60 Days
2018-12-06,6,December,2018,27,Young Adults (25-34),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,424,351,775,Extra Large,Red,Steel,2 Years,Manufacturer D,3,9.26,2,9,True,20.09,Posti,Standard,Premium,No Return
2018-06-14,14,June,2018,26,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,Large,White,Steel,Lifetime,Manufacturer B,4,6.02,5,13,False,36.72,GLS,Next Day,Premium,30 Days
2018-03-09,9,March,2018,41,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,28,8,22,386,224,610,Medium,Red,Plastic,Lifetime,Manufacturer B,1,7.44,6,28,True,50.33,DHL,Next Day,,7 Days
2018-04-12,12,April,2018,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Fenders,Fender Set - Mountain,15,8,22,207,120,327,Extra Large,White,Plastic,2 Years,Manufacturer C,3,11.67,6,11,False,22.29,DHL,Express,Basic,No Return
2018-07-28,28,July,2018,23,Youth (<25),F,France,Val de Marne,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,35,16,51,Extra Large,Black,Carbon Fiber,1 Year,Manufacturer C,2,5.79,4,4,True,6.75,GLS,Express,Basic,No Return
2018-02-19,19,February,2018,20,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,26,9,25,403,234,637,Medium,Black,Carbon Fiber,1 Year,Manufacturer D,1,8.19,2,16,False,25.55,FedEx,Express,Basic,No Return
2018-01-24,24,January,2018,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1240,4342,5582,Medium,Blue,Aluminum,1 Year,Manufacturer C,1,10.83,4,13,True,55.13,GLS,Express,Basic,7 Days
2019-12-16,16,December,2019,19,Youth (<25),F,France,Hauts de Seine,Accessories,Tires and Tubes,LL Road Tire,23,8,21,265,184,449,Medium,Green,Carbon Fiber,2 Years,Manufacturer B,5,0.91,9,10,True,24.1,UPS,Express,Basic,No Return
2019-05-16,16,May,2019,50,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",1,308,565,184,308,492,Extra Large,Red,Steel,2 Years,Manufacturer D,3,4.49,3,13,False,11.68,DHL,Express,Basic,60 Days
2019-11-07,7,November,2019,27,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",6,38,50,69,228,297,Medium,Black,Aluminum,Lifetime,Manufacturer B,5,3.64,8,3,False,8.39,FedEx,Next Day,,No Return
2019-06-17,17,June,2019,41,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,11,38,49,Extra Large,Green,Aluminum,3 Years,Manufacturer C,2,4.02,4,7,True,98.77,UPS,Next Day,,7 Days
2019-08-27,27,August,2019,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,35,18,53,Small,White,Steel,2 Years,Manufacturer A,4,9.25,5,23,True,27.85,FedEx,Next Day,,30 Days
2019-06-28,28,June,2019,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27,Medium,Red,Carbon Fiber,Lifetime,Manufacturer A,2,5.6,2,9,False,39.24,Posti,Express,,No Return
2019-02-10,10,February,2019,36,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",30,42,54,149,1260,1409,Small,Red,Aluminum,Lifetime,Manufacturer B,2,1.37,4,9,False,8.5,UPS,Express,Basic,No Return
2019-11-10,10,November,2019,33,Young Adults (25-34),F,United States,California,Accessories,Fenders,Fender Set - Mountain,4,8,22,54,32,86,Medium,Blue,Plastic,2 Years,Manufacturer D,1,13.26,4,3,True,55.47,DHL,Standard,Premium,7 Days
2019-03-07,7,March,2019,24,Youth (<25),F,United States,Washington,Clothing,Caps,AWC Logo Cap,12,7,9,0,84,84,Medium,Red,Carbon Fiber,3 Years,Manufacturer D,2,4.64,7,7,True,16.26,UPS,Next Day,Basic,7 Days
